sentence1,label
I was unable to adjust the backlighting on the SteelSeries keyboard before updating the SteelSeries Engine 3 software several times,0
All sides are metal (even the vent grills) and when you first lift it you instantly know it's built like a tank.,0
"I was pleasantly surprised to encounter a light weight, very versatile and downright peppy performance on this new model.",0
"very light weight and powerful , the sleek steel series gaming keyboard is great as well.",0
The dedicated GPU is very basic but can handle most things you throw at it,0
The screen is responsive and fairly quick at registering my touches,0
"I love typing on this keyboard, visually the RGB is stunning, and this laptop cruises.",0
"Drivers don't work, devices fall apart, my computer needs to be removed from my back with a hoodie as an oven mitt because I never know when it will wake from sleep on its own.",0
The onboard software packed with this is very nice and limited,0
"The display is absolutely magnificent and MSI's ""True Color"" options really make a huge difference.",0
The graphics card is solid and can power 4 displays,0
The picture is bright and clear and really pops,0
The 128gb ssd feels rather useles(on bigger titles) and would preferred paying 100 usd more for a 500gb ssd instead.,0
I'm currently using it for video editing and gaming video capture for my Youtube channel and so far so good.,0
The battery life seems to be pretty good for everyday tasks and the fans are quiet,0
"Prime 2-day delivery, triple boxed for protection, nicely packaged from MSI",0
It's upright firing speakers have superior sound quality to its competitors as well.,0
the light bleed at the top corners of the screen is a little too much,0
The keyboard and touchpad are adequate,0
I love the design and materials and handling,0
Screen brightness is extremely dim,0
Runs games like fortnite and GTA on highest settings and quality.,0
it is super lightweight,0
The speakers are week and sound quality is just crap.,0
there is a risk to receive one with damaged motherboard,0
"I'm very happy that they included an ethernet port, as it allows me to avoid using VPN authentication at work",0
It has a powerful four-core Intel processor,0
It works really well and is very fast.,0
I was surprised how light it was.,0
First look the laptop is solid,0
Only nuisance is that the right shift key is placed outside of the arrow keys.,0
"Battery life is poor, as to be expected from a laptop of this nature",0
"The battery life is really nice for a gaming laptop as well, and the keyboard is fantastic, even without the numpad",0
"Video that is nice and responsive, with decent resolution.",0
"no matter how I tried, I could not get it to power up",0
"there was a noticeable .5 second-ish lag every time it switched, which was often.",0
"Thermals are great, I can play heavy games for hours and it never throttles",0
the anodized brushed aluminum case is a bit of a fingerprint magnet.,0
the SSD is reletively small in capacity,0
I do wish that there was a windows hello enabled camera or a fingerprint reader.,0
got a sleek and thin laptop for an amazing performance,0
Extremely light and durable.,0
the sound is great and it has some audio stabilization ability so when you blast a song it lowers the levels so it doesn't pop your speakers,0
Keyboard is responsive.,0
This has been a truly awful customer service experience and I’ll be going elsewhere for my gaming devices from now on.,0
"The laptop is really thin, and the screen looks wonderful, with crisp bright detailed images.",0
"it is slim and not bulky, making it very portable.",0
WIndows loads up and restats FAST because of the SSD.,0
The keys feel wonderful. The hotkeys on the keyboard are super helpful and function well.,0
It was so easy to transition from consoles and im happy to leave the glitches behind.,0
The screen is really bright and you can see more definition than either Ace,0
The keyboard lights up with different colors which is something he really likes with his computers.,0
"This thing is quite the monster, its fast with the 1660ti.",0
the lag while in use is entirely unacceptable,0
I Want to say that my favorite part about this laptop is how it manages to stay quiet for everyday uses like web browsing or watching films or streams,0
The keyboard and mouse pad have been moved closer to the user of the laptop allowing your fingers to not feel like you are typing on fire.,0
"Computers should possess quantum computing capabilities, enabling them to solve complex problems exponentially faster, revolutionizing fields such as cryptography, optimization, and scientific simulations",1
The screen is simply amazing. I watch sports videos on it and they are super crisp.,0
This laptop was easy to setup,0
Completely disappointed in both the product and the customer service available from Amazon and Samsung.,0
the touchscreen makes it much easier to navigate,0
Screen bleeding left upper corner (only on black screen of course) and black dot (like dead pixel) in lower left part of the screen.,0
The color scheme is awesome,0
The batter life works pretty well,0
the sound quality is very bad and does not go very loud,0
I wish on the PSU there would have been a USB port.,0
it's annoying that i couldn't find it through the windows app store.,0
"the battery port is on left side of the computer, which keeps being slightly inconvenient",0
The computer gets ridiculously hot and the fans will spin up like a jet engine even when just the browser is running.,0
limitation in steelseries keyboard to bind FN+anykey *currently only able to bind FN+numbers 0-9,0
Product arrived damaged directly out of the box.,0
The back lit keyboard is very convenient - and it is beautiful!,0
I noticed that the fan kicked into high gear and it got very hot.,0
Battery life is good to with average 9 hours.,0
The audio from the speakers would fade away,0
"It looks great, feels great, performance is fine",0
it is very portable being less than 5lbs.,0
the laptop has amazing build quality graphics are good 110+FPS in 1080P,0
The color and contrast quality of the screen is lacking,0
wifi is quick,0
"Instead of admitting they are knowingly selling bad harddrives, they argue about they can't help hard drive failure.",0
wifi was strong and fast as well,0
It could've been really nice if it had double slots for the storage.,0
the setup was so easy and was spelled out every step of the way,0
you will find the most infuriating thing is the STUPIDLY PLACED UP BUTTON.,0
The black and gold really make it look for sexy.,0
I love how lightweight it is and it all-around is a very sleek looking laptop.,0
Computer response is fast and snappy,0
One of the fans has decided to start screeching due to being misaligned from wear and the laptop is unusable.,0
Keyboard keys have decent travel and is easy to type on.,0
Audio is adequate and monitor resolution not that sharp,0
Screen resolution is great for gaming with no lag.,0
"The constant crashes when it switched video cards, and my favorite constant blue screens of death from the NVIDIA driver no matter what I did, reformatting, clean install nothing.",0
So I received my AeroBook yesterday from a crowd funding campaign.,0
it will suck you dry if you are on performance mode.,0
Wireless performance was very lag spikey with the included wireless module.,0
anything intensive will see much worse battery life,0
the sound is pretty solid,0
Screen is great as well as the keyboard and under full load it is actually quieter than my old laptop which was 3 times thicker and way bigger .,0
"Touch screen is great, speed of turning on and off the laptop is super fast",0
the fans do get loud on turbo mode,0
"The new Intel chipset and 1060 combined deliver incredibly smooth graphics and ultimately have no stutter, delay, or any other noticeable hiccups while multi-tasking for work",0
The screen color is amazing and perfect brightness,0
The resolution is almost overkill for a screen this size,0
Set-up is a breeze,0
This is a great choice - you have a lot of headroom in this CPU to take on whatever you are going to throw at it,0
A built-in AI assistant to complete routine tasks quickly and accurately,1
It's a good deal for a thin and beautiful looking gaming laptop,0
"The sound, with the Bang & Olufsen speakers, is excellent for a laptop",0
I had a problem with the shipping as they sent the wrong product,0
Speakers located under the laptop facing down which muffles sound,0
"I love the performance, keyboard, and track pad",0
"The new generation of Intel Processor is noticeable, smooth and fast!",0
"Aside of better graphics and newer Intel, it's pretty lightweight compare to the Nitro 5.",0
"The keyboard uses the steelseries technology which allows you to customize the keybinds, colors, and animate the keyboard! This is very unique and well designed!",0
Wish it had one more thunderbolt port instead of that mini display port,0
I had difficulty getting the HDMI port to work at 4k @ 60 Hz and instead rely on the mini-DisplayPort adapter for this instead.,0
"I love the laptop, including the sleek look of it.",0
The keyboard feels very good to use and the back-lighting is a nice touch,0
it always blue screen when playing game and I try to fix it (e.g. update the driver or windows) by finding the solution on internet but the situation still happen.,0
I have with this laptop and the Razer brand in general is coil whine.,0
"The hinges are sturdy, the case quite stiff, with an abundance of cooling vents.",0
The only shortcoming is the lack of a SSD in the base configuration,0
Doesn't come with Windows 10 64bit cd key.,0
Screen has some heavy/light light bleed on the corners.,0
Everything from speed to portability was as expected and this laptop has run all applications I have tried without any issues.,0
The lap-top is visually pleasing and has backlit keys.,0
it’s light and compact build. Bezel seems to be strong so far and it can run most games well,0
"After two months, the battery life goes all the way from 100% to 0% with battery balance mode in 1 hour.",0
The specs on this Laptop are very high end keeping it very fast,0
"CPU gets very hot, probably throttling considering it's showing 95 celcius and only 60% use in Assassin's Creed Odyssey",0
I am faced with an extremely unsettling noise most likely coming from the fan.,0
The coolest thing is how lightweight it is,0
its great fantastic build quality beautiful screen best 1500 purchase ive done in a long time!,0
My laptop drains about 3%-4% of battery per day while off,0
No number touch pad as advertised,0
"The monitor is beautiful, the graphics card is great, and the aesthetics of this laptop are very appealing.",0
The only con I have so far is what it takes to add another hard drive or more RAM,0
A computer with a detachable screen that can be used as a tablet or a laptop,1
This laptop would begin the same test at 50 and drop down into the low teens for WiFi connection.,0
Back-lit keyboard is white/blue and is hard to see,0
This laptop is LIGHT,0
keyboard are uncomfortably hot to the touch after a few minutes of operating even a game with undemanding graphics,0
the packaging was very nice,0
The AC adapter cable is too short,0
"I needed something small for work and travel, but strong enough to do light gaming, preferably heavy gaming.",0
I was disappointed to find out that Asus chose not use back lighting on the keyboard.,0
"The display is crisp: Small text is clear, and the colors are full",0
The power cord plugs in the laptop behind the monitor so you cannot put it against a wall or on a shelf stand.,0
"It has plenty of storage place, beautiful graphics, impressive speed.",0
Powering on and setting up was extremely easy.,0
"this is light weight, thin and the overall display is quite nice",0
Screen is bright and clear (1080p) and the mat screen finish keeps reflections and glare down to a minimum.,0
The laptop does not have a great max voume,0
the track pad is big but the placement of it can get in the way of you typing sometimes if you touch it with your palms by mistake,0
The fps drops from 100-150fps to 3-10fps locking up and skipping frame hard!,0
"WITH FRONT WEBCAM FOR CONFERENCE CALLS, EXCELLENT SOUND, THE PRICE-POINT IS 'SPOT-ON.'",0
The big surprise when I received it was the larger than typical touch pad.,0
The screen quality is pretty good,0
when I close the screen it doesnt sit flush on the chassis.,0
The RGB keyboard is also beautiful and very responsive.,0
"Sound out of the speakers are tinny, low, and lack bass.",0
fans run loudly at odd times when the laptop is not doing anything intensive,0
I wanted a powerhouse that was light and fast.,0
its the best value for money after a lot of research I did,0
they included bloatware that you can't uninstall.,0
this is a beautiful laptop that is priced perfectly and checks all of my boxes.,0
"The case is plastic and just feels ""cheap"" for 900",0
Love the metal stand in back to hold tablet up different levels.,0
the touch screen works amazingly well.,0
"love the finger scanner security, it just blind in with the power button",0
"they are backlit, which is nice, and they respond well.",0
"the keyboard layout is a bit weird, especially the arrow keys",0
"you can CHARGE the laptop with a 45 watt usb-c charger, which is a huge bonus if you don't want to carry the small power brick with you everywhere.",0
1st version had unacceptable backlight bleed in the bottom corners.,0
the battery is defective as usual,0
I love the integrated stylus and the fact that it converts.,0
"For connecting to my BeoPlay 8 headphones, the sound was rich and, when watching video, lag free.",0
the windows update function was set to be off for some reason,0
after ~3 days of use the coil whine just got worse and worse.,0
incredibly thin top and side bezels make it look even better,0
the button Max Fan is very useful.,0
The battery lasts quite a long time.,0
The power adapter brick gets so hot that it burns your hand by holding it.,0
the speakers are VERY LOUD,0
The speakers fire out the right and left sides around the bottom of the keyboard so they aren't easily covered by hands.,0
I’m just worried about how the heating might damage it in the long run.,0
Set up was very easy and straight forward That also had tips to help you out if you weren't use to Windows 10,0
"Shockingly light, easy to hold with one hand",0
The 3Stars because it was delivery to the wrong hous for a a day an its only been an hour for me to check it out,0
SSD has a fast boot and resume from sleep,0
"The power prick use non stranded connection, so you can't use USB to charger it.",0
the 1TB Hybrid Drive went out with 4 months,0
The build quality is excellent,0
"If you just lift the top, you'll pick up the computer.",0
it's light and compact,0
Quantum processing capabilities for a faster overall computing experience,1
The laptop itself is pretty light-weight given its screen size.,0
The display is nice,0
The build quality is very solid and much improved from the 2018 model.,0
it really takes hours to make it work,0
the fan is chattering so loudly that it's become an issue just being obnoxious broken sounds,0
The screen is fabulous and the overspeed fan keeps it cool under pressure.,0
"With a dedicated video card, 512GB SSD, and 16 Gigs of RAM this machine is LOADED for the price you pay.",0
amazing quality screen 144hz 3ms response time is a game changer.,0
I played some Overwatch for a bit and I didn't hear the fans spool up or burn my fingertips from the thermal temperature of the CPU.,0
"Every time I pick it up I'm in fear it'll fold in half under it's own weight, like a soggy pancake.",0
"Looks great and does not have an overly aggressive ""gaming laptop"" design aside from the MSI logo.",0
it seems as a very nice well constructed unit.,0
it is good for the price,0
Specs are amazing and everything else about this laptop is worth every penny,0
"does not qualify for the ""Intel Creator Software Pack""",0
it runs all these amazing games flawlessly on the highest resolution,0
It's ultra fast and makes video editing an absolute breeze,0
software-preload came in an abysmal state,0
The colors and viewing angles are quite good,0
I am using this laptop for music production and it has done the job well!,0
A cloud-based infrastructure that easily scales workloads to meet customer demands,1
The camo design is also super cheesy the fake carbon fiber too.,0
Physically this laptop is outstanding,0
It's super light weight for the amount of power it has,0
